0,0.004297,0.004288,100000.0,428.8,79.09,0.003489,0.003483,100000.0,348.3,82.82,
1,0.000321,0.000321,99571.2,31.9,78.43,0.000256,0.000256,99651.7,25.5,82.11,
2,0.000170,0.000170,99539.3,16.9,77.46,0.000134,0.000134,99626.2,13.4,81.13,
3,0.000123,0.000123,99522.4,12.2,76.47,0.000110,0.000110,99612.9,10.9,80.14,
4,0.000099,0.000099,99510.2,9.9,75.48,0.000083,0.000083,99602.0,8.3,79.15,
5,0.000086,0.000086,99500.3,8.6,74.49,0.000072,0.000072,99593.7,7.1,78.16,
6,0.000091,0.000091,99491.7,9.1,73.50,0.000075,0.000075,99586.5,7.5,77.16,
7,0.000097,0.000097,99482.6,9.7,72.50,0.000079,0.000079,99579.1,7.9,76.17,
8,0.000072,0.000072,99472.9,7.1,71.51,0.000071,0.000071,99571.2,7.0,75.17,
9,0.000087,0.000087,99465.8,8.6,70.51,0.000066,0.000066,99564.2,6.6,74.18,
10,0.000097,0.000097,99457.2,9.6,69.52,0.000069,0.000069,99557.6,6.9,73.18,
11,0.000094,0.000094,99447.5,9.4,68.53,0.000060,0.000060,99550.7,5.9,72.19,
12,0.000099,0.000099,99438.2,9.9,67.53,0.000060,0.000060,99544.8,6.0,71.19,
13,0.000118,0.000118,99428.3,11.7,66.54,0.000106,0.000106,99538.8,10.5,70.20,
14,0.000120,0.000120,99416.6,11.9,65.55,0.000112,0.000112,99528.3,11.2,69.20,
15,0.000163,0.000163,99404.7,16.2,64.56,0.000139,0.000139,99517.1,13.9,68.21,
16,0.000211,0.000211,99388.5,20.9,63.57,0.000157,0.000157,99503.3,15.6,67.22,
17,0.000294,0.000294,99367.6,29.2,62.58,0.000153,0.000153,99487.7,15.2,66.23,
18,0.000417,0.000417,99338.3,41.4,61.60,0.000199,0.000199,99472.4,19.8,65.24,
19,0.000475,0.000475,99297.0,47.2,60.62,0.000209,0.000209,99452.6,20.8,64.26,
20,0.000462,0.000462,99249.8,45.9,59.65,0.000202,0.000202,99431.8,20.0,63.27,
21,0.000491,0.000491,99203.9,48.7,58.68,0.000204,0.000204,99411.8,20.3,62.28,
22,0.000471,0.000471,99155.2,46.7,57.71,0.000213,0.000213,99391.5,21.2,61.29,
23,0.000541,0.000541,99108.5,53.6,56.73,0.000232,0.000232,99370.3,23.0,60.31,
24,0.000540,0.000540,99054.8,53.5,55.76,0.000215,0.000215,99347.2,21.3,59.32,
25,0.000584,0.000584,99001.4,57.8,54.79,0.000252,0.000252,99325.9,25.0,58.33,
26,0.000616,0.000615,98943.5,60.9,53.83,0.000279,0.000279,99300.9,27.7,57.35,
27,0.000638,0.000638,98882.6,63.1,52.86,0.000263,0.000263,99273.2,26.1,56.36,
28,0.000629,0.000629,98819.6,62.2,51.89,0.000326,0.000326,99247.1,32.4,55.38,
29,0.000682,0.000682,98757.4,67.4,50.92,0.000337,0.000337,99214.7,33.4,54.40,
30,0.000730,0.000730,98690.0,72.0,49.96,0.000382,0.000382,99181.3,37.9,53.41,
31,0.000762,0.000762,98618.0,75.1,49.00,0.000414,0.000414,99143.4,41.1,52.43,
32,0.000873,0.000873,98542.9,86.0,48.03,0.000445,0.000445,99102.3,44.1,51.46,
33,0.000866,0.000866,98456.8,85.3,47.07,0.000472,0.000472,99058.2,46.8,50.48,
34,0.000950,0.000950,98371.6,93.4,46.11,0.000526,0.000526,99011.5,52.0,49.50,
35,0.001028,0.001027,98278.2,101.0,45.16,0.000586,0.000586,98959.4,58.0,48.53,
36,0.001088,0.001088,98177.2,106.8,44.20,0.000654,0.000654,98901.4,64.7,47.56,
37,0.001188,0.001187,98070.4,116.4,43.25,0.000669,0.000669,98836.7,66.1,46.59,
38,0.001364,0.001363,97954.0,133.5,42.30,0.000745,0.000745,98770.6,73.5,45.62,
39,0.001404,0.001403,97820.5,137.3,41.36,0.000830,0.000829,98697.1,81.9,44.65,
40,0.001555,0.001554,97683.2,151.8,40.42,0.000911,0.000910,98615.2,89.8,43.69,
41,0.001661,0.001659,97531.5,161.8,39.48,0.000950,0.000949,98525.4,93.5,42.73,
42,0.001779,0.001777,97369.6,173.0,38.54,0.001077,0.001076,98431.9,105.9,41.77,
43,0.001856,0.001854,97196.6,180.2,37.61,0.001161,0.001161,98326.0,114.1,40.81,
44,0.002068,0.002066,97016.3,200.4,36.68,0.001278,0.001277,98211.9,125.5,39.86,
45,0.002248,0.002246,96816.0,217.4,35.75,0.001395,0.001394,98086.4,136.7,38.91,
46,0.002381,0.002378,96598.6,229.7,34.83,0.001480,0.001479,97949.7,144.9,37.96,
47,0.002563,0.002560,96368.9,246.7,33.92,0.001612,0.001611,97804.8,157.6,37.02,
48,0.002691,0.002688,96122.2,258.3,33.00,0.001749,0.001747,97647.3,170.6,36.08,
49,0.003008,0.003004,95863.8,287.9,32.09,0.001904,0.001902,97476.7,185.4,35.14,
50,0.003226,0.003221,95575.9,307.8,31.18,0.002165,0.002163,97291.2,210.5,34.21,
51,0.003469,0.003463,95268.1,329.9,30.28,0.002310,0.002308,97080.8,224.0,33.28,
52,0.003708,0.003701,94938.2,351.4,29.39,0.002529,0.002526,96856.8,244.6,32.35,
53,0.004041,0.004033,94586.8,381.4,28.49,0.002799,0.002795,96612.1,270.1,31.44,
54,0.004500,0.004489,94205.4,422.9,27.61,0.003000,0.002995,96342.1,288.6,30.52,
55,0.004880,0.004868,93782.5,456.6,26.73,0.003368,0.003362,96053.5,323.0,29.61,
56,0.005362,0.005348,93325.9,499.1,25.86,0.003630,0.003623,95730.5,346.8,28.71,
57,0.005999,0.005981,92826.8,555.2,24.99,0.004008,0.004000,95383.7,381.5,27.81,
58,0.006602,0.006580,92271.6,607.1,24.14,0.004250,0.004241,95002.2,402.9,26.92,
59,0.007312,0.007286,91664.5,667.8,23.30,0.004706,0.004695,94599.3,444.1,26.04,
60,0.008110,0.008077,90996.6,735.0,22.47,0.005248,0.005234,94155.1,492.8,25.16,
61,0.008759,0.008721,90261.6,787.2,21.64,0.005735,0.005719,93662.4,535.6,24.29,
62,0.009639,0.009593,89474.5,858.3,20.83,0.006229,0.006210,93126.7,578.3,23.42,
63,0.010543,0.010487,88616.2,929.3,20.03,0.006824,0.006801,92548.4,629.4,22.57,
64,0.011535,0.011469,87686.9,1005.7,19.23,0.007335,0.007308,91919.0,671.8,21.72,
65,0.012408,0.012331,86681.2,1068.9,18.45,0.008020,0.007988,91247.2,728.9,20.87,
66,0.013137,0.013051,85612.3,1117.3,17.68,0.008517,0.008481,90518.3,767.7,20.04,
67,0.014505,0.014401,84495.0,1216.8,16.90,0.009526,0.009481,89750.7,850.9,19.20,
68,0.015928,0.015802,83278.2,1316.0,16.14,0.010730,0.010672,88899.8,948.8,18.38,
69,0.017973,0.017813,81962.2,1460.0,15.39,0.011715,0.011647,87951.0,1024.3,17.58,
70,0.019687,0.019495,80502.2,1569.4,14.66,0.013100,0.013015,86926.7,1131.3,16.78,
71,0.021795,0.021560,78932.8,1701.8,13.95,0.014442,0.014339,85795.3,1230.2,15.99,
72,0.025062,0.024752,77231.0,1911.6,13.24,0.016246,0.016116,84565.1,1362.8,15.22,
73,0.027358,0.026989,75319.4,2032.8,12.57,0.018445,0.018277,83202.3,1520.7,14.46,
74,0.030784,0.030317,73286.6,2221.9,11.90,0.020520,0.020312,81681.6,1659.1,13.72,
75,0.033615,0.033059,71064.8,2349.4,11.26,0.022691,0.022436,80022.6,1795.4,12.99,
76,0.037083,0.036408,68715.4,2501.8,10.62,0.025390,0.025071,78227.1,1961.3,12.28,
77,0.040854,0.040036,66213.6,2651.0,10.01,0.028232,0.027839,76265.9,2123.2,11.58,
78,0.045817,0.044791,63562.6,2847.0,9.40,0.031401,0.030916,74142.7,2292.2,10.90,
79,0.050706,0.049452,60715.6,3002.5,8.82,0.036064,0.035425,71850.5,2545.3,10.23,
80,0.058096,0.056456,57713.1,3258.3,8.25,0.041392,0.040553,69305.2,2810.5,9.59,
81,0.064533,0.062516,54454.9,3404.3,7.72,0.046706,0.045640,66494.7,3034.8,8.97,
82,0.073851,0.071221,51050.5,3635.9,7.20,0.053345,0.051959,63459.9,3297.3,8.38,
83,0.082814,0.079521,47414.6,3770.5,6.71,0.060495,0.058719,60162.6,3532.7,7.81,
84,0.092606,0.088508,43644.2,3862.8,6.25,0.069890,0.067531,56629.9,3824.2,7.27,
85,0.105681,0.100377,39781.4,3993.1,5.81,0.079005,0.076003,52805.7,4013.4,6.76,
86,0.117626,0.111092,35788.2,3975.8,5.40,0.089280,0.085465,48792.3,4170.0,6.27,
87,0.131707,0.123569,31812.4,3931.0,5.01,0.102251,0.097278,44622.3,4340.8,5.81,
88,0.148650,0.138366,27881.4,3857.8,4.65,0.114683,0.108463,40281.5,4369.1,5.38,
89,0.165103,0.152513,24023.5,3663.9,4.32,0.130913,0.122870,35912.4,4412.6,4.98,
90,0.183692,0.168240,20359.6,3425.3,4.00,0.148748,0.138451,31499.9,4361.2,4.60,
91,0.202442,0.183834,16934.3,3113.1,3.71,0.164882,0.152324,27138.7,4133.9,4.26,
92,0.228873,0.205371,13821.2,2838.5,3.43,0.186286,0.170413,23004.8,3920.3,3.94,
93,0.256944,0.227692,10982.7,2500.7,3.19,0.211363,0.191161,19084.5,3648.2,3.64,
94,0.274880,0.241665,8482.1,2049.8,2.98,0.233847,0.209367,15436.3,3231.8,3.39,
95,0.304507,0.264271,6432.2,1699.9,2.78,0.255222,0.226339,12204.4,2762.3,3.15,
96,0.323696,0.278605,4732.4,1318.5,2.59,0.278365,0.244355,9442.1,2307.2,2.93,
97,0.360996,0.305800,3413.9,1044.0,2.40,0.310085,0.268462,7134.9,1915.4,2.71,
98,0.401162,0.334140,2369.9,791.9,2.24,0.342028,0.292079,5219.4,1524.5,2.52,
99,0.426265,0.351375,1578.1,554.5,2.12,0.377528,0.317580,3694.9,1173.4,2.36,
100,0.470841,0.381118,1023.6,390.1,1.99,0.403120,0.335497,2521.5,846.0,2.22,